nom_arxiu,nom_fons,caption,toponims,noms_propis,url,filename,year
Arxiu Nacional de Catalunya,ANTONIO ESPLUGAS,Retrat de cos sencer d'una actriu vestida de monja.,Barcelona,,https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/402/2/2525/ANC_484989_391700.jpg,ANC_484989_391700.jpg,1915
Arxiu Nacional de Catalunya,ANTONIO ESPLUGAS,Retrat de cos sencer de l'actriu Lolita Vallerini amb un mocador al cap.,Barcelona,Lolita Vallerini (actriu),https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/402/2/2947/ANC_486706_394238.jpg,ANC_486706_394238.jpg,1915
Arxiu Nacional de Catalunya,ANTONIO ESPLUGAS,Retrat de cos sencer de l'actriu Carmen Cobeña vestida de monja.,Barcelona,"Cobeña, Carmen (actriu)",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/402/0/366/ANC_480571_385342.jpg,ANC_480571_385342.jpg,1885
Arxiu Nacional de Catalunya,ANTONIO ESPLUGAS,Retrat de cos sencer de l'actriu Carmen Zadi amb un vestit d'escena.,Barcelona,Carmen Zadi (actriu),https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/402/3/3846/ANC_485284_391993.jpg,ANC_485284_391993.jpg,1915
Arxiu Nacional de Catalunya,ANTONIO ESPLUGAS,"Retrat de cos sencer de l'actriu Nita Jó, elegantment vestida",Barcelona,Nita Jó (actriu),https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/402/4/4026/ANC_487198_384765.jpg,ANC_487198_384765.jpg,1915
Arxiu Nacional de Catalunya,ANTONIO ESPLUGAS,"Retrat de cos sencer de l'actriu Pura ""Purita"" Montoro Rodríguez vestida d'holandesa i asseguda.",Barcelona,Purita Montoro (actriu),https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/402/4/4150/ANC_486229_393620.jpg,ANC_486229_393620.jpg,1915
Arxiu Nacional de Catalunya,ANTONIO ESPLUGAS,"Retrat de cos sencer de l'actriu María Tubau que porta un vestit llarg i es cobreix el cap amb una mantellina, sosté una espelma en una mà.",Barcelona,María Tubau (actriu),https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/402/0/425/ANC_484377_390666.jpg,ANC_484377_390666.jpg,1885
Arxiu Nacional de Catalunya,ANTONIO ESPLUGAS,Retrat de cos sencer d'una actriu que es recolza en una tauleta.,Barcelona,,https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/402/4/4285/ANC_481236_386084.jpg,ANC_481236_386084.jpg,1915
Arxiu Nacional de Catalunya,ANTONIO ESPLUGAS,Retrat de cos sencer de l'actriu Campitos amb vestit de gala.,Barcelona,Campitos (actriu),https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/402/4/4715/ANC_483377_389261.jpg,ANC_483377_389261.jpg,1915
Arxiu Nacional de Catalunya,ANTONIO ESPLUGAS,"Retrat de cos sencer d'una actriu i cantant de sarsuela caracteritzada per a una actuació, sosté un plat en una mà.",Barcelona,,https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/402/0/474/ANC_483006_388642.jpg,ANC_483006_388642.jpg,1885
Arxiu Nacional de Catalunya,ANTONIO ESPLUGAS,"Retrat de cos sencer de la soprano Concepció ""Conxita"" Supervia i Pascual caracteritzada per a una actuació.",Barcelona,"Conchita Supervía (soprano) (veure Supervía i Pascual, Concepció)",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/402/4/4803/ANC_487115_395031.jpg,ANC_487115_395031.jpg,1915
Arxiu Nacional de Catalunya,ANTONIO ESPLUGAS,Retrat de cos sencer de la cupletista Carmen Flores vestida de zíngara amb un mocador al cap.,Barcelona,Carmen Flores (actriu cupletista),https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/402/4/4869/ANC_482846_388447.jpg,ANC_482846_388447.jpg,1915
Arxiu Nacional de Catalunya,ANTONIO ESPLUGAS,Retrat de cos sencer i de costat de la soprano Avelina Carrera que porta un mantell a l'esquena que arriba fins al terra i una corona.,Barcelona,"Carrera, Andreua Avelina (cantant)",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/402/0/493/ANC_480622_385680.jpg,ANC_480622_385680.jpg,1885
Arxiu Nacional de Catalunya,ANTONIO ESPLUGAS,Retrat de cos sencer de l'actriu Asunción Betoré que es posa les mans al cap.,Barcelona,"Betoré, Asunción (actriz)",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/402/4/4980/ANC_483563_389411.jpg,ANC_483563_389411.jpg,1915
Arxiu Nacional de Catalunya,ANTONIO ESPLUGAS,"Retrat de cos sencer de l'actriu Presentación Nadal asseguda en una cadira, porta un vestit llarg i unes plomes al cap.",Barcelona,"Nadal, Presentación (actriu)",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/402/4/4983/ANC_483329_389197.jpg,ANC_483329_389197.jpg,1915
Arxiu Nacional de Catalunya,ANTONIO ESPLUGAS,"Retrat de cos sencer de l'actriu Presentación Nadal vestida de camperola i asseguda al terra sobre un element de decorat, darrere seu apareix un fons pintat de bosc.",Barcelona,"Nadal, Presentación (actriu)",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/402/5/5001/ANC_486161_393552.jpg,ANC_486161_393552.jpg,1915
Arxiu Nacional de Catalunya,ANTONIO ESPLUGAS,"Retrat de cos sencer de l'actriu mexicana Naná coberta amb una mantellina, posa una mà sobre una cadira que té darrere seu.",Barcelona,Naná (actriu mexicana),https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/402/5/5099/ANC_482422_387841.jpg,ANC_482422_387841.jpg,1915
Arxiu Nacional de Catalunya,ANTONIO ESPLUGAS,"Retrat de cos sencer de l'actriu Elvira Cortés vestida d'aragonesa amb un mocador al cap, agafa una tela.",Barcelona,Elvira Cortés (actriu),https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/402/5/5107/ANC_482221_387497.jpg,ANC_482221_387497.jpg,1915
Arxiu Nacional de Catalunya,ANTONIO ESPLUGAS,"Retrat de cos sencer d'una artista flamenca, porta un vestit de cua, un mantó i un barret.",Barcelona,,https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/402/0/548/ANC_481636_386684.jpg,ANC_481636_386684.jpg,1885
Arxiu Nacional de Catalunya,Foto Estudio Vilaseca,"Retrat de l'actriu María Morera caracterizada en l'obra ""El mistich"", Barcelona",Barcelona,"Morera i Franco, Maria (actriu)",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1014/1/1028/ANC_503367_358028.jpg,ANC_503367_358028.jpg,1929
Arxiu Nacional de Catalunya,Foto Estudio Vilaseca,"Retrat de l'actriu María Morera caracterizada en l'obra ""Qui compra maduixes"", Barcelona",Barcelona,"Morera i Franco, Maria (actriu)",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1014/1/1030/ANC_503369_358030.jpg,ANC_503369_358030.jpg,1929
Arxiu Nacional de Catalunya,Foto Estudio Vilaseca,"Retrat de l'actriu María Morera caracterizada en l'obra ""La vida pel Czar"", Barcelona",Barcelona,"Morera i Franco, Maria (actriu)",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1014/1/1032/ANC_503371_358032.jpg,ANC_503371_358032.jpg,1929
Arxiu Nacional de Catalunya,Foto Estudio Vilaseca,"Retrat de l'actriu María Morera amb vestit tradicional català, Barcelona",Barcelona,"Morera i Franco, Maria (actriu)",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1014/1/1034/ANC_503373_358034.jpg,ANC_503373_358034.jpg,1930
Arxiu Nacional de Catalunya,Foto Estudio Vilaseca,"Retrat de l'actriu María Morera amb vestit tradicional català, Barcelona",Barcelona,"Morera i Franco, Maria (actriu)",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1014/1/1036/ANC_503375_358036.jpg,ANC_503375_358036.jpg,1930
Arxiu Nacional de Catalunya,Foto Estudio Vilaseca,"Retrat de l'actriu María Morera caracteritzada en l'obra ""La priora del roser"", Barcelona",Barcelona,"Morera i Franco, Maria (actriu)",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1014/1/1053/ANC_503392_358053.jpg,ANC_503392_358053.jpg,1935
Arxiu Nacional de Catalunya,NARCÍS NOBAS BALLBÉ,"Retrat de la nena Teresa Nobas disfressada, Barcelona.",Barcelona,"Nobas Pujals, Teresa",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1052/0/149/ANC_586732_379452.jpg,ANC_586732_379452.jpg,1882
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),Retrat d'estudi d'una actriu de teatre caracteritzada,Barcelona,,https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/35/ANC_586820_377345.jpg,ANC_586820_377345.jpg,1910
Arxiu Nacional de Catalunya,ANTONIO ESPLUGAS,Retrat de cos sencer i de perfil de l'actriu Titanesca caracteritzada del personatge de Salomé i amb una daga en una mà alçada.,Barcelona,Titanesca (actriu),https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/402/5/5644/ANC_485489_392344.jpg,ANC_485489_392344.jpg,1922
Arxiu Nacional de Catalunya,ANTONIO ESPLUGAS,Retrat de cos sencer d'una actriu que porta un mantó al voltant del cos i un barret.,Barcelona,,https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/402/6/6264/ANC_486634_394134.jpg,ANC_486634_394134.jpg,1922
Arxiu Nacional de Catalunya,ANTONIO ESPLUGAS,"Retrat de cos sencer d'una actriu de sarsuela caracteritzada per a una representació, porta el cap cobert i un cistell en un braç.",Barcelona,,https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/402/6/6626/ANC_483319_389184.jpg,ANC_483319_389184.jpg,1900
Arxiu Nacional de Catalunya,ANTONIO ESPLUGAS,Retrat de cos sencer d'una actriu que porta un vestit llarg amb cua.,Barcelona,,https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/402/6/6641/ANC_483592_389441.jpg,ANC_483592_389441.jpg,1900
Arxiu Nacional de Catalunya,ANTONIO ESPLUGAS,"Retrat de cos sencer de l'actor Ortega, vestit per a una actuació amb una bata i ulleres i sostenint a les mans una espelma i un mocador.",Barcelona,Ortega (actor),https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/402/7/7145/ANC_551273_386884.jpg,ANC_551273_386884.jpg,1895
Arxiu Nacional de Catalunya,ANTONIO ESPLUGAS,"Retrat de cos sencer d'un ballarí, company de l'artista dita Tarifeña, vestit a l'estil flamenc.",Barcelona,Tarifeña (actriu),https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/402/7/7609/ANC_553517_394136.jpg,ANC_553517_394136.jpg,1905
Arxiu Nacional de Catalunya,ANTONIO ESPLUGAS,"Retrat de cos sencer de l'actor Rafael Calvo i l'actriu Antonia Contreras interpretant una escena de l'obra ""Don Álvaro o la Fuerza del Sino"" de Ángel María de Saavedra duque de Rivas que va ser representada al Teatre Principal de Barcelona a la tardor de 1885 per la companyia dirigida pel mateix Rafael Calvo.",Barcelona,"Contreras, Antonia (actriu))|Calvo, Rafael (actor)",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/402/8/8670/ANC_557425_394806.jpg,ANC_557425_394806.jpg,1885
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Retrat d'estudi de Rafael AreñasTona, representant un pintor, Barcelona",Barcelona,"Areñas Tona, Rafael",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/100/ANC_586884_377410.jpg,ANC_586884_377410.jpg,1902
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Retrat d'estudi de Rafael AreñasTona disfressat, representant un pintor, Barcelona",Barcelona,"Areñas Tona, Rafael",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/101/ANC_586885_377411.jpg,ANC_586885_377411.jpg,1902
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Retrat d'estudi de Rafael AreñasTona disfressat d'una dona cega, Barcelona",Barcelona,"Areñas Tona, Rafael",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/102/ANC_586876_377412.jpg,ANC_586876_377412.jpg,1902
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Escenificació d'una broma, entre amics, a l'estudi del fotògraf Rafael AreñasTona, Barcelona",Barcelona,"Areñas Tona, Rafael",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/103/ANC_586886_377413.jpg,ANC_586886_377413.jpg,1902
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Escenificació d'una broma de dentista, entre amics, a l'estudi del fotògraf Rafael AreñasTona, Barcelona",Barcelona,,https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/104/ANC_586887_377414.jpg,ANC_586887_377414.jpg,1902
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Escenificació d'una broma, entre amics, a l'estudi del fotògraf Rafael AreñasTona, Barcelona",Barcelona,,https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/105/ANC_586888_377415.jpg,ANC_586888_377415.jpg,1902
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Escenificació d'una broma del fotògraf Rafael AreñasTona al seu estudi, Barcelona",Barcelona,"Areñas Tona, Rafael",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/106/ANC_586889_377416.jpg,ANC_586889_377416.jpg,1902
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Retrat d'estudi de Rafael AreñasTona disfressat de dona , Barcelona",Barcelona,"Areñas Tona, Rafael",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/107/ANC_586890_377417.jpg,ANC_586890_377417.jpg,1902
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"[Autoretrat] d'estudi de Rafael AreñasTona disfressat , Barcelona",Barcelona,"Areñas Tona, Rafael",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/108/ANC_586891_377418.jpg,ANC_586891_377418.jpg,1916
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Retrat de Rafael AreñasTona, vestit de caçador a la muntanya.",,"Areñas Tona, Rafael",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/109/ANC_586892_377419.jpg,ANC_586892_377419.jpg,1908
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),Rafael AreñasTona amb un amic,,"Areñas Tona, Rafael",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/110/ANC_586893_377420.jpg,ANC_586893_377420.jpg,1908
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Retrat d'estudi de Rafael AreñasTona, Barcelona",Barcelona,"Areñas Tona, Rafael",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/111/ANC_586894_377421.jpg,ANC_586894_377421.jpg,1908
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Retrat d'estudi de Rafael AreñasTona, Barcelona",Barcelona,"Areñas Tona, Rafael",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/112/ANC_586895_377422.jpg,ANC_586895_377422.jpg,1908
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Retrat d'estudi de Rafael AreñasTona, Barcelona",Barcelona,"Areñas Tona, Rafael",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/113/ANC_586896_377423.jpg,ANC_586896_377423.jpg,1918
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Retrat d'estudi de Rafael AreñasTona, Barcelona",Barcelona,"Areñas Tona, Rafael",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/114/ANC_586897_377424.jpg,ANC_586897_377424.jpg,1918
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Retrat d'estudi de Rafael AreñasTona, Barcelona",Barcelona,"Areñas Tona, Rafael",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/115/ANC_586899_377425.jpg,ANC_586899_377425.jpg,1922
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Rafael AreñasTona, [escribint unes memòries de la seva trajectòria professional], al seu estudi, Barcelona",Barcelona,"Areñas Tona, Rafael",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/116/ANC_586900_377426.jpg,ANC_586900_377426.jpg,1936
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Retrat de Margarita Quintana, dona del fotògraf Rafael AreñasTona, Barcelona",Barcelona,"Quintana Garau, Margarita",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/118/586902_377428.jpg,586902_377428.jpg,1908
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Retrat de Margarita Quintana, dona del fotògraf Rafael AreñasTona, Barcelona.",Barcelona,"Quintana Garau, Margarita",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/119/586903_377429.jpg,586903_377429.jpg,1908
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Retrat de Margarita Quintana, dona del fotògraf Rafael AreñasTona, Barcelona.",Barcelona,"Quintana Garau, Margarita",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/120/586904_377430.jpg,586904_377430.jpg,1908
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Retrat de Margarita Quintana, dona del fotògraf Rafael AreñasTona, Barcelona.",Barcelona,"Quintana Garau, Margarita",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/121/586901_377431.jpg,586901_377431.jpg,1908
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Retrat de Margarita Quintana, dona del fotògraf Rafael AreñasTona, Barcelona.",Barcelona,"Quintana Garau, Margarita",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/122/586906_377432.jpg,586906_377432.jpg,1908
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Retrat de Margarita Quintana, dona del fotògraf Rafael AreñasTona, Barcelona.",Barcelona,"Quintana Garau, Margarita",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/123/586908_377433.jpg,586908_377433.jpg,1912
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Retrat de Margarita Quintana, dona del fotògraf Rafael AreñasTona, Barcelona.",Barcelona,"Quintana Garau, Margarita",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/124/586907_377434.jpg,586907_377434.jpg,1908
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Retrat de Margarita Quintana, dona del fotògraf Rafael AreñasTona, Barcelona.",Barcelona,"Quintana Garau, Margarita",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/125/586905_377435.jpg,586905_377435.jpg,1912
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Retrat d'estudi de Margarita Quintana, dona del fotògraf Rafael AreñasTona, vestida de nuvia, Barcelona",Barcelona,"Quintana Garau, Margarita",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/126/586909_377436.jpg,586909_377436.jpg,1912
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Retrat de Rafael Areñas Tona i  Margarita Quintana, el dia del seu casament, Barcelona",Barcelona,"Areñas Tona, Rafael|Quintana Garau, Margarita",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/127/ANC_586910_377437.jpg,ANC_586910_377437.jpg,1912
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Retrat de Rafael Areñas Tona i  Margarita Quintana, Barcelona",Barcelona,"Areñas Tona, Rafael|Quintana Garau, Margarita",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/128/ANC_586911_377438.jpg,ANC_586911_377438.jpg,1912
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Rafael Areñas Tona i  Margarita Quintana amb familiars, Barcelona",Barcelona,"Areñas Tona, Rafael|Quintana Garau, Margarita",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/129/ANC_586912_377439.jpg,ANC_586912_377439.jpg,1912
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Rafael Areñas Tona i  Margarita Quintana amb familiars, entre els quals hi ha Maria Tona, mare de Rafael, Barcelona",Barcelona,"Areñas Tona, Rafael|Tona Tarruell, Maria|Quintana Garau, Margarita",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/130/586913_377440.jpg,586913_377440.jpg,1912
Arxiu Nacional de Catalunya,RAFAEL AREÑAS(pare i fill),"Retrat d'estudi de Rafael Areñas Tona amb la seva dona Margarita Quintana, i  les seves filles Maria i Magdalena, Barcelona",Barcelona,"Areñas Tona, Rafael|Quintana Garau, Margarita|Areñas Quintana, Magdalena|Areñas Quintana, María",https://static.arxiusenlinia.cultura.gencat.cat/active/GANC/NOTEXTUAL/1/1057/0/138/587023_377448.jpg,587023_377448.jpg,1914
